klantnr;Omzet_Sligro;jaar;Categorie2;Segment;Hoofdactiviteit;Key_account_cluster_onderdeel
106082;496;2024;Magnum;Eten;Restaurant - fast casual;null
106094;770;2025;Heart;Eten;Restaurant - social dining;null
106269;151;2023;Heart;Reizen;Benzinestation;Gemaq
106364;96;2023;Heart;Eten;Fast food - snacks & frites;null
106484;167;2024;Calippo;Slapen;Camping/camperpark;Xandrion
106507;587;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
106519;1437;2025;Calippo;Slapen;Bungalow-/vakantiepark;Xandrion
106525;1695;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
106525;1015;2023;Calippo;Eten;Restaurant - fast casual;null
106525;565;2023;Heart;Eten;Restaurant - fast casual;null
106568;45;2024;Heart RMFK;Slapen;Hotel/motel;null
106568;55;2025;Calippo;Slapen;Hotel/motel;null
106582;1873;2024;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
106582;524;2025;Calippo;Slapen;Camping/camperpark;Xandrion
107068;423;2025;Calippo;Eten;Restaurant - fast casual;Xandrion
107069;221;2025;Calippo;Eten;Lunch/broodjes;null
107475;3120;2024;Cornetto;Eten;Lunch/broodjes;null
107536;57;2023;Calippo;Eten;Fast food - snacks & frites;null
108152;37;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
108253;243;2023;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
108549;113;2023;Ben & Jerry's;Slapen;Hotel/motel;Van  der Valk
10880589;117;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
10883257;620;2025;Ben & Jerry's;Eten;Fast food - overig;Shabu Shabu
10883965;116;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
10886321;467;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
108936;253;2023;Calippo;null;null;null
10896745;1119;2023;Magnum;Leisure;Speeltuin/-hal;null
10896814;444;2024;Heart;Cateraars;Cateraar;null
10899281;325;2023;Magnum;Eten;Restaurant - fast casual;null
109032;1809;2023;Cornetto;Eten;Restaurant - fast casual;null
109032;3609;2023;Magnum;Eten;Restaurant - fast casual;null
10904778;982;2025;Calippo;Leisure;Kartbaan/paintball/lasergame;null
109081;690;2024;Calippo;Sporten;Zwembad;Sportfondsen
109081;248;2025;Calippo;Sporten;Zwembad;Sportfondsen
10912389;1968;2025;Heart;null;null;null
10915318;59;2025;Heart;Not supported;Not supported - slapen;null
10928826;56;2025;Calippo;Werken;Dienstverlener;null
10930062;26;2025;Heart;Not supported;Not supported - slapen;null
10931244;113;2023;Ben & Jerry's;Eten;Restaurant - social dining;null
10935479;17;2025;Heart RMFK;Eten;Fast food - snacks & frites;null
109357;203;2025;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
10942067;3545;2023;Ben & Jerry's;Eten;Fast food - overig;Shabu Shabu
109531;471;2023;Ben & Jerry's;Evenementen;Party-/zalencentrum/conferentieoord;null
109531;370;2024;Ben & Jerry's;Evenementen;Party-/zalencentrum/conferentieoord;null
10963151;156;2025;Heart;Slapen;Camping/camperpark;null
109653;59;2025;Ben & Jerry's;Drinken;Bar/café;null
10970636;17;2024;Heart RMFK;Leisure;Pretpark;Drievliet
10971193;921;2024;Magnum;null;null;null
109886;55;2023;Calippo;Eten;Fast food - snacks & frites;null
110012;118;2025;Heart;Slapen;Hotel/motel;Van  der Valk
11004496;1548;2024;Magnum;Werken;Dienstverlener;Xandrion
11005673;184;2024;Heart;Eten;Fast food - snacks & frites;null
11007020;457;2024;Heart;Leisure;Pretpark;null
11007020;39;2025;Ben & Jerry's;Leisure;Pretpark;null
11007589;55;2025;Calippo;null;null;null
110406;26;2024;Heart;Eten;Fast food - snacks & frites;null
